"id","general_identifier","number","name","bank_number","breeders_code","breeders_name","subtaxa_id","taxonomy_id","institution_id","breeder_id","plant_passport","donor_code","donor_name","donor_number","acqdate","collnumb","colldate","collcode","collname","collmissid","othernumb","duplsite","duplinstname","mlsstatus_id","puid","biologicalstatus_id","collsrc_id","location_id","created_on","updated_on","locations_id","locations_state","locations_region","locations_site_name","locations_elevation","locations_latitude","locations_longitude","countries_id","countries_country_code2","countries_country_code3","countries_country_name","subtaxa_id.1","subtaxa_subtaxa_author","subtaxa_taxonomic_identifier","taxonomies_id","taxonomies_genus","taxonomies_species","taxonomies_species_author","taxonomies_crop_name","taxonomies_ploidy","synonyms_synonym"
1,11,NA,11,"CIMMYTMA-BANK-000001",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP1","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:26.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
2,24,NA,24,"CIMMYTMA-BANK-000002",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP2","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:26.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
3,33,NA,33,"CIMMYTMA-BANK-000003",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH129","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9264,"2014-11-24 15:10:26.0",NA,9264,NA,"","TEPALCATEPEC",364,19.18333333,-102.8333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
4,34,NA,34,"CIMMYTMA-BANK-000004",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP4","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:26.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,"MICH,GP4"
5,41,NA,41,"CIMMYTMA-BANK-000005",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH200","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9388,"2014-11-24 15:10:26.0",NA,9388,NA,"","TINGANBATO",1919,19.5,-101.8666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
6,52,NA,52,"CIMMYTMA-BANK-000006",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH168","1952-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992,"2014-11-24 15:10:26.0",NA,2992,NA,"COAHUAYANA","EL RANCHITO",23,18.6781,-103.661841,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
7,60,NA,60,"CIMMYTMA-BANK-000007",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP7","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
8,65,NA,65,"CIMMYTMA-BANK-000008",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP8","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
9,67,NA,67,"CIMMYTMA-BANK-000011",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP10","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
10,83,NA,83,"CIMMYTMA-BANK-000013",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP12","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
11,87,NA,87,"CIMMYTMA-BANK-000014",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICHGP12","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
12,96,NA,96,"CIMMYTMA-BANK-000017",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH155","1952-02-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3011,"2014-11-24 15:10:27.0",NA,3011,NA,"COALCOMAN","EL RINCON",1040,18.797803,-103.142683,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
14,106,NA,106,"CIMMYTMA-BANK-000021",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP1","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
15,273,NA,273,"CIMMYTMA-BANK-000028",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP6","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
16,276,NA,276,"CIMMYTMA-BANK-000031",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP9","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
17,277,NA,277,"CIMMYTMA-BANK-000036",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUER55","1947-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9453,"2014-11-24 15:10:27.0",NA,9453,NA,"","TLAPEHUALA",272,18.23333333,-100.5166667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
18,278,NA,278,"CIMMYTMA-BANK-000037",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP13","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:27.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
19,280,NA,280,"CIMMYTMA-BANK-000038",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP14","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:28.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
20,281,NA,281,"CIMMYTMA-BANK-000042",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP17","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:28.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
21,291,NA,291,"CIMMYTMA-BANK-000043",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP18","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:28.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
22,301,NA,301,"CIMMYTMA-BANK-000057",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP31","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:28.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
25,357,NA,357,"CIMMYTMA-BANK-000058",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP32","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:28.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
26,495,NA,495,"CIMMYTMA-BANK-000060",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH141","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9264,"2014-11-24 15:10:29.0",NA,9264,NA,"","TEPALCATEPEC",364,19.18333333,-102.8333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
27,496,NA,496,"CIMMYTMA-BANK-000061",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUERGP35","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:29.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
28,500,NA,500,"CIMMYTMA-BANK-000064",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUER130","1947-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5716,"2014-11-24 15:10:29.0",NA,5716,NA,"PETATLAN","MURGA",123,17.678521,-101.303874,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
29,516,NA,516,"CIMMYTMA-BANK-000070",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP1","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:29.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
30,552,NA,552,"CIMMYTMA-BANK-000071",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP2","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:29.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
31,555,NA,555,"CIMMYTMA-BANK-000072",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP3","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:30.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
32,562,NA,562,"CIMMYTMA-BANK-000076",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP7","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:30.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
33,569,NA,569,"CIMMYTMA-BANK-000077",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP8","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:30.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
34,592,NA,592,"CIMMYTMA-BANK-000080",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP11","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:30.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
35,595,NA,595,"CIMMYTMA-BANK-000081",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP12","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:31.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
36,726,NA,726,"CIMMYTMA-BANK-000083",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB102","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8375,"2014-11-24 15:10:31.0",NA,8375,NA,"","SAN PEDRO CHAPULCO",2007,18.627026,-97.407682,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
37,737,NA,737,"CIMMYTMA-BANK-000086",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB194","1952-01-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,"2014-11-24 15:10:31.0",NA,9195,NA,"","TEHUITZINGO",1053,18.33333333,-98.3,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
38,738,NA,738,"CIMMYTMA-BANK-000088",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEB209","1952-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7999,"2014-11-24 15:10:31.0",NA,7999,NA,"","SAN GABRIEL CHILAC",1256,18.334624,-97.353287,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
39,747,NA,747,"CIMMYTMA-BANK-000094",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP25","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:31.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
40,749,NA,749,"CIMMYTMA-BANK-000096",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"PUEBGP27","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:31.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
42,807,NA,807,"CIMMYTMA-BANK-000101",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA58","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7581,"2014-11-24 15:10:31.0",NA,7581,NA,"NILTEPEC","RIO GRANDE",74,16.58333333,-94.6,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
43,814,NA,814,"CIMMYTMA-BANK-000102",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP5","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:31.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
45,819,NA,819,"CIMMYTMA-BANK-000104",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP7","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
46,820,NA,820,"CIMMYTMA-BANK-000106",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP9","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
47,821,NA,821,"CIMMYTMA-BANK-000109",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA126","1952-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9186,"2014-11-24 15:10:32.0",NA,9186,NA,"","TECOMAVACA",650,17.96666667,-97.01666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,"De Riego"
48,823,NA,823,"CIMMYTMA-BANK-000110",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA129","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9186,"2014-11-24 15:10:32.0",NA,9186,NA,"","TECOMAVACA",650,17.96666667,-97.01666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
49,832,NA,832,"CIMMYTMA-BANK-000111",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP14","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
50,839,NA,839,"CIMMYTMA-BANK-000112",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP15","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
51,841,NA,841,"CIMMYTMA-BANK-000113",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP16","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
52,844,NA,844,"CIMMYTMA-BANK-000117",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA89","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6469,"2014-11-24 15:10:32.0",NA,6469,NA,"","PINOTEPA NACIONAL",172,16.33333333,-98.03333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
53,857,NA,857,"CIMMYTMA-BANK-000118",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP21","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:32.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
56,1466,NA,1466,"CIMMYTMA-BANK-000125",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA173","1954-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4146,"2014-11-24 15:10:33.0",NA,4146,NA,"","JICALTEPEC",873,16.95513,-97.816661,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
57,1467,NA,1467,"CIMMYTMA-BANK-000131",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA90","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6469,"2014-11-24 15:10:33.0",NA,6469,NA,"","PINOTEPA NACIONAL",172,16.33333333,-98.03333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
58,1468,NA,1468,"CIMMYTMA-BANK-000136",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXA81","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6537,"2014-11-24 15:10:33.0",NA,6537,NA,"","POCHUTLA",150,15.75,-96.46666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
59,1470,NA,1470,"CIMMYTMA-BANK-000139",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"OAXAGP42","1960-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:33.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
60,1478,NA,1478,"CIMMYTMA-BANK-000142",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH166","1952-02-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992,"2014-11-24 15:10:33.0",NA,2992,NA,"COAHUAYANA","EL RANCHITO",23,18.6781,-103.661841,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
61,1481,NA,1481,"CIMMYTMA-BANK-000143",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH162","1952-02-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,"2014-11-24 15:10:33.0",NA,1923,NA,"","COAHUAYANA",23,18.75,-103.666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
62,1486,NA,1486,"CIMMYTMA-BANK-000144",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH163","1952-02-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,"2014-11-24 15:10:33.0",NA,1923,NA,"","COAHUAYANA",23,18.75,-103.666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
63,1492,NA,1492,"CIMMYTMA-BANK-000145",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH182","1952-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4590,"2014-11-24 15:10:33.0",NA,4590,NA,"","LA NOPALERA",1579,20.119105,-102.268729,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
64,1493,NA,1493,"CIMMYTMA-BANK-000146",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH176","1952-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,"2014-11-24 15:10:33.0",NA,418,NA,"","APATZINGAN",302,19.08164,-102.373599,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
65,1494,NA,1494,"CIMMYTMA-BANK-000147",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH178","1952-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9265,"2014-11-24 15:10:34.0",NA,9265,NA,"","TEPALCATEPEC",366,19.183333,-102.833333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
66,1559,NA,1559,"CIMMYTMA-BANK-000149",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH177","1952-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2761,"2014-11-24 15:10:34.0",NA,2761,NA,"","EL CAJON",381,18.808584,-102.363626,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
67,1561,NA,1561,"CIMMYTMA-BANK-000150",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH137","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,"2014-11-24 15:10:34.0",NA,418,NA,"","APATZINGAN",302,19.08164,-102.373599,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
68,1562,NA,1562,"CIMMYTMA-BANK-000153",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH133","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:34.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
69,1605,NA,1605,"CIMMYTMA-BANK-000157",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH35","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,"2014-11-24 15:10:34.0",NA,971,NA,"","BRISENAS",1306,19.635915,-102.500515,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
70,1606,NA,1606,"CIMMYTMA-BANK-000159",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH36","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,"2014-11-24 15:10:34.0",NA,971,NA,"","BRISENAS",1306,19.635915,-102.500515,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
71,1607,NA,1607,"CIMMYTMA-BANK-000160",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH3","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10058,"2014-11-24 15:10:35.0",NA,10058,NA,"","ZAMORA",1568,19.98333333,-102.3,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
72,1674,NA,1674,"CIMMYTMA-BANK-000162",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH192","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4497,"2014-11-24 15:10:35.0",NA,4497,NA,"","LA HUACANA",518,18.96666667,-101.8,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
73,1680,NA,1680,"CIMMYTMA-BANK-000163",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH183","1952-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,"2014-11-24 15:10:35.0",NA,418,NA,"","APATZINGAN",302,19.08164,-102.373599,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
74,1683,NA,1683,"CIMMYTMA-BANK-000164",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH179","1952-02-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"2014-11-24 15:10:35.0",NA,80,NA,"APATZINGAN","ACATLAN",531,18.84,-102.5,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
75,1823,NA,1823,"CIMMYTMA-BANK-000165",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH173","1952-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,"2014-11-24 15:10:36.0",NA,418,NA,"","APATZINGAN",302,19.08164,-102.373599,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
76,1825,NA,1825,"CIMMYTMA-BANK-000166",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"MICH201","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9266,"2014-11-24 15:10:36.0",NA,9266,NA,"","TEPALCATEPEC",364,19.1833333,-102.833333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
