"id","general_identifier","number","name","bank_number","breeders_code","breeders_name","subtaxa_id","taxonomy_id","institution_id","breeder_id","plant_passport","donor_code","donor_name","donor_number","acqdate","collnumb","colldate","collcode","collname","collmissid","othernumb","duplsite","duplinstname","mlsstatus_id","puid","biologicalstatus_id","collsrc_id","location_id","created_on","updated_on","locations_id","locations_state","locations_region","locations_site_name","locations_elevation","locations_latitude","locations_longitude","countries_id","countries_country_code2","countries_country_code3","countries_country_name","subtaxa_id.1","subtaxa_subtaxa_author","subtaxa_taxonomic_identifier","taxonomies_id","taxonomies_genus","taxonomies_species","taxonomies_species_author","taxonomies_crop_name","taxonomies_ploidy","synonyms_synonym"
209,5585,NA,5585,"CIMMYTMA-BANK-000483",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP23","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:54.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
210,5587,NA,5587,"CIMMYTMA-BANK-000484",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP24","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:55.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
212,5605,NA,5605,"CIMMYTMA-BANK-000486",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP26","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:55.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
214,5609,NA,5609,"CIMMYTMA-BANK-000488",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP30","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:55.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
215,5639,NA,5639,"CIMMYTMA-BANK-000489",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP33","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:56.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
216,5640,NA,5640,"CIMMYTMA-BANK-000490",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP34","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:56.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
218,5703,NA,5703,"CIMMYTMA-BANK-000492",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP36","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:56.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
220,5707,NA,5707,"CIMMYTMA-BANK-000495",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP47","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
221,5712,NA,5712,"CIMMYTMA-BANK-000496",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"VERAGP48","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
222,5722,NA,5722,"CIMMYTMA-BANK-000502",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS71","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"2014-11-24 15:10:57.0",NA,62,NA,"","ACALA",432,16.567982,-92.81747,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
223,5723,NA,5723,"CIMMYTMA-BANK-000504",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS66","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5949,"2014-11-24 15:10:57.0",NA,5949,NA,"","OCOZOCOAUTLA",812,16.76666667,-93.38333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
224,5725,NA,5725,"CIMMYTMA-BANK-000505",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS5","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9853,"2014-11-24 15:10:57.0",NA,9853,NA,"","VILLA FLORES",572,16.25,-93.26666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
225,5727,NA,5727,"CIMMYTMA-BANK-000506",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS99","1944-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9792,"2014-11-24 15:10:57.0",NA,9792,NA,"","VENUSTIANO CARRANZA",700,16.332904,-92.564373,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
226,5728,NA,5728,"CIMMYTMA-BANK-000507",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIS233","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"2014-11-24 15:10:57.0",NA,69,NA,"","ACAPETAHUA",28,15.28333333,-92.7,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
228,5739,NA,5739,"CIMMYTMA-BANK-000519",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"YUCAGP2","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
229,5740,NA,5740,"CIMMYTMA-BANK-000523",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"YUCAGP8","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
231,5759,NA,5759,"CIMMYTMA-BANK-000528",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NVOL7","1953-03-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839,"2014-11-24 15:10:57.0",NA,4839,NA,"","LAS CHAPENAS CHINA",146,25.677925,-99.21347,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
232,5761,NA,5761,"CIMMYTMA-BANK-000533",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NVOL11","1953-03-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3684,"2014-11-24 15:10:57.0",NA,3684,NA,"GENERAL TERAN","HACIENDA DOLORES",320,25.25,-99.68333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
233,5764,NA,5764,"CIMMYTMA-BANK-000534",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NVOLGP2","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
234,5769,NA,5769,"CIMMYTMA-BANK-000535",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NVOLGP5","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
235,5774,NA,5774,"CIMMYTMA-BANK-000536",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NVOLGP6","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
236,5775,NA,5775,"CIMMYTMA-BANK-000544",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QUER29","1952-01-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,"2014-11-24 15:10:57.0",NA,336,NA,"","AMEALCO",2597,20.2,-100.15,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
237,5776,NA,5776,"CIMMYTMA-BANK-000545",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QUER44","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6337,"2014-11-24 15:10:57.0",NA,6337,NA,"","PENAMILLER",1330,21.054943,-99.813582,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
239,5780,NA,5780,"CIMMYTMA-BANK-000548",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QUER58","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107,"2014-11-24 15:10:57.0",NA,1107,NA,"","CADEREYTA",2039,20.7,-99.8,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
240,5782,NA,5782,"CIMMYTMA-BANK-000554",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"GUAN4","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3612,"2014-11-24 15:10:57.0",NA,3612,NA,"","GUANAJUATO",2064,21.01666667,-101.25,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
241,5783,NA,5783,"CIMMYTMA-BANK-000556",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QUERGP10","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
242,5784,NA,5784,"CIMMYTMA-BANK-000558",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"QUERGP15","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:57.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
243,5785,NA,5785,"CIMMYTMA-BANK-000560",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI19","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9271,"2014-11-24 15:10:58.0",NA,9271,NA,"","TEPATITLAN",1820,20.816667,-102.733333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
244,5788,NA,5788,"CIMMYTMA-BANK-000568",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI199","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8107,"2014-11-24 15:10:58.0",NA,8107,NA,"","SAN JOSE DE LOS ANDRADE",1441,20.375341,-104.69997,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
245,5792,NA,5792,"CIMMYTMA-BANK-000577",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI183","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3571,"2014-11-24 15:10:58.0",NA,3571,NA,"","GUADALAJARA",1563,20.66666667,-103.3333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
246,5793,NA,5793,"CIMMYTMA-BANK-000578",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI161","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9506,"2014-11-24 15:10:58.0",NA,9506,NA,"","TONILA",1226,19.41666667,-103.5333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
247,5795,NA,5795,"CIMMYTMA-BANK-000584",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI73","1945-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9970,"2014-11-24 15:10:58.0",NA,9970,NA,"","YAHUALICA",1794,21.18333333,-102.85,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
248,5800,NA,5800,"CIMMYTMA-BANK-000587",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NAYA21","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599,"2014-11-24 15:10:58.0",NA,2599,NA,"","EJIDO CHILAPA",15,22.024349,-105.22623,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
249,5801,NA,5801,"CIMMYTMA-BANK-000588",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NAYA25","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2611,"2014-11-24 15:10:58.0",NA,2611,NA,"","EJIDO DE QUIMICHIS",7,22.36666667,-105.5333333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
250,5805,NA,5805,"CIMMYTMA-BANK-000589",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NAYA32","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2660,"2014-11-24 15:10:58.0",NA,2660,NA,"TECUALA","EJIDO MILPAS VIEJAS",8,22.431118,-105.460404,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
251,5806,NA,5806,"CIMMYTMA-BANK-000592",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI206","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4503,"2014-11-24 15:10:59.0",NA,4503,NA,"HUEJUCAR","LA HUERTA DEL ZAPOTE",1841,22.36666667,-103.2,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
252,5808,NA,5808,"CIMMYTMA-BANK-000596",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI4","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8945,"2014-11-24 15:10:59.0",NA,8945,NA,"TEPETATES","SOLEDAD DE LA CRUZ VIEJA",1508,20.509937,-103.567399,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
253,5809,NA,5809,"CIMMYTMA-BANK-000601",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI187","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3103,"2014-11-24 15:10:59.0",NA,3103,NA,"AUTLAN","EL ZAPOTILLO",913,19.772796,-104.344955,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
254,5814,NA,5814,"CIMMYTMA-BANK-000602",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI13","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637,"2014-11-24 15:10:59.0",NA,1637,NA,"","CHAPALA",1606,20.321879,-103.180173,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
255,5815,NA,5815,"CIMMYTMA-BANK-000603",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALIGP5","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:10:59.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
256,5822,NA,5822,"CIMMYTMA-BANK-000605",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALIGP8","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:00.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
257,5823,NA,5823,"CIMMYTMA-BANK-000608",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALIGP13","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
258,5826,NA,5826,"CIMMYTMA-BANK-000609",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALIGP19","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
259,5828,NA,5828,"CIMMYTMA-BANK-000610",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI151","1946-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8884,"2014-11-24 15:11:01.0",NA,8884,NA,"CIUDAD GUZMAN","SIERRA DEL TIGRE",1511,19.735479,-103.462153,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
260,5829,NA,5829,"CIMMYTMA-BANK-000613",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALIGP42","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
261,5830,NA,5830,"CIMMYTMA-BANK-000622",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"JALI80","1945-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,"2014-11-24 15:11:01.0",NA,567,NA,"","ATOYAC",1359,20.01666667,-103.5,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
262,5837,NA,5837,"CIMMYTMA-BANK-000627",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"NAYA59","1952-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8115,"2014-11-24 15:11:01.0",NA,8115,NA,"SANTA MARIA DEL ORO","SAN JOSE DE MOJARRAS",860,21.43333333,-104.6,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
263,5838,NA,5838,"CIMMYTMA-BANK-000632",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONO43","1950-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
264,5839,NA,5839,"CIMMYTMA-BANK-000634",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONO37","1950-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
265,5841,NA,5841,"CIMMYTMA-BANK-000636",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONO27","1950-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9708,"2014-11-24 15:11:01.0",NA,9708,NA,"","URES",390,29.43544,-110.367266,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
266,5842,NA,5842,"CIMMYTMA-BANK-000637",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONO55","1950-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
267,5844,NA,5844,"CIMMYTMA-BANK-000639",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONOGP6","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
268,5848,NA,5848,"CIMMYTMA-BANK-000640",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SONOGP11","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
269,5850,NA,5850,"CIMMYTMA-BANK-000643",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIH2","1943-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
270,5851,NA,5851,"CIMMYTMA-BANK-000648",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"CHIHGP10","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:01.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
271,5853,NA,5853,"CIMMYTMA-BANK-000651",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"TAMA41","1953-02-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6280,"2014-11-24 15:11:01.0",NA,6280,NA,"OCAMPO","PASO REAL DE MORELOS",311,22.770949,-99.278792,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
272,5870,NA,5870,"CIMMYTMA-BANK-000654",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLP72","1952-01-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8135,"2014-11-24 15:11:01.0",NA,8135,NA,"RIO VERDE","SAN JOSE DEL TAPANCO",903,21.7722222,-99.9072222,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
273,5872,NA,5872,"CIMMYTMA-BANK-000656",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLP73","1952-01-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6523,"2014-11-24 15:11:01.0",NA,6523,NA,"RIO VERDE","PLAZUELAS",943,21.79805556,-99.9322222,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
275,5875,NA,5875,"CIMMYTMA-BANK-000659",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLP80","1952-01-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9523,"2014-11-24 15:11:01.0",NA,9523,NA,"LAGUNILLAS","TORTUGAS OLLA",928,21.591941,-99.57213,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
276,5876,NA,5876,"CIMMYTMA-BANK-000661",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLP20","1945-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2698,"2014-11-24 15:11:01.0",NA,2698,NA,"","EJIDO TAMUIN",21,22.01666667,-98.76666667,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
277,5877,NA,5877,"CIMMYTMA-BANK-000662",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLPGP1","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:02.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
278,5880,NA,5880,"CIMMYTMA-BANK-000664",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLPGP2","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:02.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
279,5881,NA,5881,"CIMMYTMA-BANK-000667",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"SNLPGP11","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:02.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
280,5884,NA,5884,"CIMMYTMA-BANK-000668",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"COAH67","1952-02-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4896,"2014-11-24 15:11:02.0",NA,4896,NA,"RAMOS ARISPE","LAS PETACAS",1406,25.552339,-100.9672228,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
281,5885,NA,5885,"CIMMYTMA-BANK-000672",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"COAH50","1952-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3081,"2014-11-24 15:11:02.0",NA,3081,NA,"MUNICIPIO NAVA","EL TORO",329,28.41666667,-100.7833333,484,"MX","MEX","MEXICO",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
282,5888,NA,5888,"CIMMYTMA-BANK-000675",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"COAHGP2","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:02.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
283,5890,NA,5890,"CIMMYTMA-BANK-000677",NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,"COAHGP6","1961-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-24 15:11:02.0",NA,NA,NA,"","",NA,NA,NA,NA,"","","",NA,NA,NA,2,"Zea","mays subsp. mays",NA,"Maize",2,""
