"","sp","lon","lat","sol","PNZ1"
"1275","Zea mays",-97.25,19.76666667,2,6326
"1276","Zea mays",-97.58333333,19.86666667,2,5501
"1277","Zea mays",-97.25,19.76666667,2,6326
"1278","Zea mays",-97.58333333,19.86666667,2,5501
"1279","Zea mays",-103.0666667,20.61666667,9,2827
"1280","Zea mays",-91.811051,17.284759,8,4478
"1281","Zea mays",-101,20.16666667,2,4972
"1282","Zea mays",-46.852271,-22.437301,4,1888
"1283","Zea mays",-98.461609,19.092571,2,5391
"1284","Zea mays",-98.734909,20.784944,9,2054
"1285","Zea mays",-98.734909,20.784944,9,2054
"1286","Zea mays",-98.96666667,19.71666667,9,3482
"1287","Zea mays",-97.58333333,19.86666667,2,5501
"1288","Zea mays",-97.381224,19.812923,2,6326
"1289","Zea mays",-98.583348,19.578317,2,6326
"1290","Zea mays",-98.96666667,19.71666667,9,3482
"1291","Zea mays",-47.9,-22.01666667,1,4609
"1292","Zea mays",-98.38333333,19.26666667,2,5391
"1293","Zea mays",-103,20.61666667,9,2827
"1294","Zea mays",-98.43333333,20.15,2,5501
"1295","Zea mays",-100.376967,20.184461,8,3007
"1296","Zea mays",-97.58333333,19.86666667,2,5501
"1297","Zea mays",-97.45,19.83333333,2,6326
"1298","Zea mays",-97.25,19.76666667,2,6326
"1299","Zea mays",-98.96666667,19.71666667,9,3482
"1300","Zea mays",-98.734909,20.784944,9,2054
"1301","Zea mays",-64.88,17.71,NA,2092
"1302","Zea mays",-99.32,19.41,2,6326
"1303","Zea mays",-103,20.61666667,9,2827
"1304","Zea mays",-101,19.75,2,4972
"1305","Zea mays",-97.46666667,19.86666667,2,5501
"1306","Zea mays",-98.2,19.13333333,2,5391
"1307","Zea mays",-100.548248,20.0075,2,6259
"1308","Zea mays",-100.548248,20.0075,2,6259
"1309","Zea mays",-98.8,19.2,2,6326
"1310","Zea mays",-93.38333333,16.76666667,9,4182
"1311","Zea mays",-49.68333333,-28.93333333,5,3073
"1312","Zea mays",-100.906572,19.809646,2,6259
"1313","Zea mays",-97.381224,19.812923,2,6326
"1314","Zea mays",-97.505022,19.84452,2,6326
"1315","Zea mays",-92.708848,16.757656,9,4182
"1316","Zea mays",-97.342947,17.517894,8,3250
"1317","Zea mays",-102.212362,22.233853,9,3542
"1318","Zea mays",-103.7,19.93,9,2827
"1319","Zea mays",-103.506517,20.030919,NA,5874
"1320","Zea mays",-101.168021,22.411961,8,2746
"1321","Zea mays",-103.515374,19.988464,9,5874
"1322","Zea mays",-101.168021,22.411961,8,2746
"1323","Zea mays",-101.7,22.58,8,1774
"1324","Zea mays",-103.458675,19.909534,9,5874
"1325","Zea mays",-103.515374,19.988464,9,5874
"1326","Zea mays",-103.478064,19.800829,9,2827
"1327","Zea mays",-75.831855,20.67424,8,4520
"1328","Zea mays",-103.506517,20.030919,NA,5874
"1329","Zea mays",-103.2,19.97,9,2827
"1330","Zea mays",-103.2,19.97,9,2827
"1331","Zea mays",-102.212362,22.233853,9,3542
"1332","Zea mays",-102.229694,22.287284,9,3542
"1333","Zea mays",-98.846801,19.155854,2,6326
"1334","Zea mays",-101.055509,20.100817,2,4972
"1335","Zea mays",-101.031084,20.130549,2,4972
"1336","Zea mays",-103.6,20.03,9,2827
"1337","Zea mays",-92.37428,16.838495,6,3082
"1338","Zea mays",-92.5,16.83,9,4182
"1339","Zea mays",-92.5,16.83,9,4182
"1340","Zea mays",-92.5,16.83,9,4182
"1341","Zea mays",-92.689712,16.779132,9,4182
"1342","Zea mays",-92.575401,16.795065,9,4182
"1343","Zea mays",-92.68,16.78,9,4182
"1344","Zea mays",-92.63,16.75,9,4182
"1345","Zea mays",-92.63,16.75,9,4182
"1346","Zea mays",-92.47,16.77,9,4182
"1347","Zea mays",-92.710791,16.756442,9,4182
"1348","Zea mays",-92.710791,16.756442,9,4182
"1349","Zea mays",-92.710791,16.756442,9,4182
"1350","Zea mays",-92.710791,16.756442,9,4182
"1351","Zea mays",-92.68,16.78,9,4182
"1352","Zea mays",-98.77,19.03,2,6326
"1353","Zea mays",-98.75,19.12,11,6326
"1354","Zea mays",-98.91666667,18.98333333,2,5391
"1355","Zea mays",-98.88333333,19.25,2,6326
"1356","Zea mays",-98.42,19.72,2,5391
"1357","Zea mays",-102.5,18.84,9,3483
"1358","Zea mays",-102.833333,19.1833333,8,3483
"1359","Zea mays",-99.330802,18.290454,8,3250
"1360","Zea mays",-99.550105,18.32716,8,3518
"1361","Zea mays",-101.267595,17.580798,8,2933
"1362","Zea mays",-97.01666667,17.96666667,8,3250
"1363","Zea mays",-97.081927,18.12723,8,3250
"1364","Zea mays",-102.9836111,19.27416667,8,3483
"1365","Zea mays",-100.927528,28.550497,8,2846
"1366","Zea mays",-99.68333333,25.25,8,2258
"1367","Zea mays",-99.278792,22.770949,9,3820
"1368","Zea mays",-103.586763,19.325351,8,3717
"1369","Zea mays",-100.2333333,26.05,8,2258
"1370","Zea mays",-99.3,18.68,9,2546
"1371","Zea mays",-99.35,18.61666667,8,2546
"1372","Zea mays",-90.740704,18.572773,8,4240
"1373","Zea mays",-98.625201,21.472981,9,3922
"1374","Zea mays",-39.21666667,-12.43333333,8,2977
"1375","Zea mays",-38.23333333,-6.8,8,3725
"1376","Zea mays",-37.26666667,-8.083333333,8,2977
"1377","Zea mays",-39.2,-4.216666667,8,2977
"1378","Zea mays",-39.36666667,-5.583333333,8,2977
"1379","Zea mays",-40.66666667,-5.166666667,8,2977
"1380","Zea mays",-82.785875,8.503456,2,7523
"1381","Zea mays",-92.38333333,16.28333333,8,4043
"1382","Zea mays",-82.815169,8.469841,2,4858
"1383","Zea mays",-82.625074,8.491289,2,7523
"1384","Zea mays",-82.625074,8.491289,2,7523
"1385","Zea mays",-57.15,-25.916667,5,2990
"1386","Zea mays",-55.933333,-26.1,5,3260
"1387","Zea mays",-57.024295,-26.864407,5,2990
"1388","Zea mays",-57.465967,-33.931798,11,3558
"1389","Zea mays",-92.564373,16.332904,8,4043
"1390","Zea mays",-54.009359,-28.263266,2,5304
"1391","Zea mays",-54.283493,-28.365057,2,5304
"1392","Zea mays",-54.16666667,-29.33333333,4,5928
"1393","Zea mays",-54.33333333,-28.03333333,2,5304
"1394","Zea mays",-50.855959,-29.846457,12,2739
"1395","Zea mays",-54.409057,-28.290932,2,5304
"1396","Zea mays",-54.009359,-28.263266,2,5304
"1397","Zea mays",-54.009359,-28.263266,2,5304
"1398","Zea mays",-54.16666667,-29.33333333,4,5928
"1399","Zea mays",-54.283493,-28.365057,2,5304
"1400","Zea mays",-54.283493,-28.365057,2,5304
"1401","Zea mays",-47.78333333,-20.33333333,1,5304
"1402","Zea mays",-47.4,-20.53333333,2,3496
"1403","Zea mays",-48.766667,-21.583333,8,5304
"1404","Zea mays",-48.302538,-22.084753,11,2221
"1405","Zea mays",-44.45,-18.35,9,3497
"1406","Zea mays",-100.65,18.35,8,3386
"1407","Zea mays",-50.5,-29.8,4,3098
"1408","Zea mays",-53.96135,-27.9431,2,5304
"1409","Zea mays",-49.75,-25.8,5,4341
"1410","Zea mays",-96.46666667,15.75,11,2653
"1411","Zea mays",-96.46666667,15.75,11,2653
"1412","Zea mays",-98.136052,16.539657,8,4049
"1413","Zea mays",-96.831814,17.528084,8,3250
"1414","Zea mays",-96.831814,17.528084,8,3250
"1415","Zea mays",-97.95,17.03333333,8,3250
"1416","Zea mays",-105.3333333,20.31666667,8,3717
"1417","Zea mays",-106.394078,24.617159,5,6193
"1418","Zea mays",-109.3,28.11666667,8,1998
"1419","Zea mays",-54.3,-27.616667,11,3768
"1420","Zea mays",-50.622391,-29.099481,6,3835
"1421","Zea mays",-54.16666667,-29.33333333,4,5928
"1422","Zea mays",-54.766927,-27.658331,11,3768
"1423","Zea mays",-54.283493,-28.365057,2,5304
"1424","Zea mays",-89.286389,20.204528,8,4256
"1425","Zea mays",-39.21666667,-12.43333333,8,2977
"1426","Zea mays",-108.211516,26.425469,8,1783
"1427","Zea mays",-49.75,-25.8,5,4341
"1428","Zea mays",-54.333333,-28.033333,2,5304
"1429","Zea mays",-53.88333333,-28.36666667,2,5304
"1430","Zea mays",-99.550105,18.32716,8,3518
"1431","Zea mays",-88.137823,21.15474,8,3984
"1432","Zea mays",-101.551202,27.084066,8,2268
"1433","Zea mays",-90.254673,15.105167,11,3333
"1434","Zea mays",-99.36666667,18.71666667,9,2546
"1435","Zea mays",-99.31666667,22.83333333,9,3820
"1436","Zea mays",-42.71666667,-13.76666667,9,2635
"1437","Zea mays",-37.01666667,-9.966666667,9,4139
"1438","Zea mays",-64.375627,-30.574717,8,1112
"1439","Zea mays",-68.15,-33.26666667,8,2143
"1440","Zea mays",-68.88333333,-33.21666667,11,1817
"1441","Zea mays",-66.28333333,-32.55,8,1112
"1442","Zea mays",-47.300751,-21.294105,2,3983
"1443","Zea mays",-64.56666667,-35.56666667,8,1361
"1444","Zea mays",-53.5,-1.75,2,4012
"1445","Zea mays",-49.73333333,-3.7,2,3715
"1446","Zea mays",-57.966463,-25.185831,9,2706
"1447","Zea mays",-59.96666667,-25.15,9,2346
"1448","Zea mays",-63.644619,-35.713855,12,1390
"1449","Zea mays",-99.458144,18.272733,8,3518
"1450","Zea mays",-49.68333333,-28.93333333,5,3073
"1451","Zea mays",-98.75,16.8,8,4049
"1452","Zea mays",-107.561724,25.411515,8,3439
"1453","Zea mays",-109.887614,28.401756,8,1998
"1454","Zea mays",-70.68333333,-33.2,8,3884
"1455","Zea mays",-51.83333333,-21.86666667,1,4609
"1456","Zea mays",-54.610738,-24.110432,2,5304
"1457","Zea mays",-55.890666,-24.232884,5,3260
"1458","Zea mays",-62.23333333,-38.1,8,1361
"1459","Zea mays",-96.921297,19.678131,8,4930
"1460","Zea mays",-99.170828,18.604445,9,2546
"1461","Zea mays",-92.7,15.28333333,8,3763
"1462","Zea mays",-49.68333333,-28.93333333,5,3073
"1463","Zea mays",-97.382255,20.969048,9,2822
"1464","Zea mays",-103.847703,18.933399,8,3717
"1465","Zea mays",-99.170828,18.604445,9,2546
"1466","Zea mays",-57.26666667,-23.21666667,9,2902
"1467","Zea mays",-56.271583,-26.749205,12,2990
"1468","Zea mays",-56.215775,-26.826938,5,2990
"1469","Zea mays",-56.928119,-26.796219,5,2990
"1470","Zea mays",-56.812369,-25.754605,5,2990
"1471","Zea mays",-47.18593,-24.278472,5,5226
"1472","Zea mays",-54.824574,-24.523124,4,3260
"1473","Zea mays",-54.941988,-24.065822,1,3260
"1474","Zea mays",-55.7,-24.51,2,5304
"1475","Zea mays",-42.91666667,-13.58333333,9,3204
"1476","Zea mays",-44.15,-13.43333333,9,3204
"1477","Zea mays",-56.56666667,-24.21666667,5,2990
"1478","Zea mays",-56.891055,-24.460407,9,2902
"1479","Zea mays",-51.483333,-21.533333,1,4609
"1480","Zea mays",-56.431091,-24.05468,8,4841
"1481","Zea mays",-56.467604,-23.886305,8,4841
"1482","Zea mays",-99.36666667,18.71666667,9,2546
"1483","Zea mays",-99.36666667,18.71666667,9,2546
"1484","Zea mays",-99.31666667,18.61666667,9,2546
"1485","Zea mays",-62.23333333,-38.1,8,1361
"1486","Zea mays",-60.45,-24.8,9,2346
"1487","Zea mays",-66.710938,-31.497368,8,1112
"1488","Zea mays",-46.98333333,-23.01666667,8,2755
"1489","Zea mays",-64.137668,-30.397774,8,1112
"1490","Zea mays",-66.36666667,-33.25,8,1112
"1491","Zea mays",-66.36666667,-33.1,8,1112
"1492","Zea mays",-99.090407,16.977888,11,3455
"1493","Zea mays",-104.880645,21.250533,11,2540
"1494","Zea mays",-104.4,20.8,8,3483
"1495","Zea mays",-61.92,-37.47,12,2678
"1496","Zea mays",-60.62,-25.95,8,1430
"1497","Zea mays",-66.712883,-30.847071,8,1112
"1498","Zea mays",-51.48333333,-20.86666667,11,5304
"1499","Zea mays",-66.166014,-33.245429,8,1112
"1500","Zea mays",-41.63,-14.23,8,2977
"1501","Zea mays",-57.825722,-21.681173,11,2464
"1502","Zea mays",-41.63,-14.23,8,2977
"1503","Zea mays",-53.5,-1.75,2,4012
"1504","Zea mays",-44.47,-13.75,9,3204
"1505","Zea mays",-41.63,-14.23,8,2977
"1506","Zea mays",-55.36666667,-25.13333333,5,3260
"1507","Zea mays",-49.45,-3.7,2,3715
"1508","Zea mays",-54.53,-21.8,1,5095
"1509","Zea mays",-55.36666667,-23.13333333,1,4446
"1510","Zea mays",-61.13,1.83,7,4012
"1511","Zea mays",-53.5,-1.75,2,4012
"1512","Zea mays",-98.3,18.33333333,8,3518
"1513","Zea mays",-97.427292,18.483431,11,3868
"1514","Zea mays",-97.427292,18.483431,11,3868
"1515","Zea mays",-103.05,20.15,9,2827
"1516","Zea mays",-104.6,21.43333333,9,2827
"1517","Zea mays",-104.2,19.8,8,3717
"1518","Zea mays",-100.537596,20.568914,9,2546
"1519","Zea mays",-98.65,20.65,9,2054
"1520","Zea mays",-98.86666667,18.88333333,2,5391
"1521","Zea mays",-98.97,18.95,2,5391
"1522","Zea mays",-99,19.01666667,2,5391
"1523","Zea mays",-98.97,18.95,2,5391
"1524","Zea mays",-99.083132,18.878577,2,5391
"1525","Zea mays",-99.06666667,18.88333333,2,5391
"1526","Zea mays",-99.15,18.88333333,2,5391
"1527","Zea mays",-105.3333333,20.31666667,8,3717
"1528","Zea mays",-99.23333333,18.76666667,2,5391
"1529","Zea mays",-99.26666667,18.73333333,9,2546
"1530","Zea mays",-99.26666667,18.73333333,9,2546
"1531","Zea mays",-99.3,18.78333333,2,5391
"1532","Zea mays",-99.31666667,18.78333333,2,5391
"1533","Zea mays",-99.353592,18.7861,9,2546
"1534","Zea mays",-99.36666667,18.71666667,9,2546
"1535","Zea mays",-99.36666667,18.71666667,9,2546
"1536","Zea mays",-99.386889,18.724361,9,2546
"1537","Zea mays",-105.3333333,20.31666667,8,3717
"1538","Zea mays",-99.66666667,18.75,8,3250
"1539","Zea mays",-103.371121,19.560285,9,2827
"1540","Zea mays",-102.75,20.35,9,2827
"1541","Zea mays",-99.169233,18.883259,2,5391
"1542","Zea mays",-39.26666667,-11.55,8,2977
"1543","Zea mays",-39.26666667,-11.55,8,2977
"1544","Zea mays",-37.06666667,-8.416666667,8,991
"1545","Zea mays",-105.1666667,21.2,NA,3932
"1546","Zea mays",-81.980232,8.258527,8,2448
"1547","Zea mays",-82.000377,8.31586,8,2448
"1548","Zea mays",-99.816363,22.05427,8,2876
"1549","Zea mays",-53.960459,-27.580314,2,5304
"1550","Zea mays",-97.28339,16.233634,9,2875
"1551","Zea mays",-96.172744,17.186388,8,3679
"1552","Zea mays",-96.172744,17.186388,8,3679
"1553","Zea mays",-58.13333333,-32.68333333,8,1608
"1554","Zea mays",-54.048978,-32.087201,12,2245
"1555","Zea mays",-47.28333333,-20.63333333,2,3983
"1556","Zea mays",-47.06666667,-21.76666667,2,3983
"1557","Zea mays",-103.7373,22.394537,9,2827
"1558","Zea mays",-104.129818,21.386317,9,2827
"1559","Zea mays",-104.088629,21.696608,9,2827
"1560","Zea mays",-104.693768,25.114238,8,1807
"1561","Zea mays",-47.210516,-22.612407,4,1888
"1562","Zea mays",-47.71666667,-23.11666667,4,1888
"1563","Zea mays",-50.5,-21.93333333,8,1404
"1564","Zea mays",-46.63333333,-23.55,1,5304
"1565","Zea mays",-58.21666667,-33.55,12,3441
"1566","Zea mays",-79.458073,0.320806,1,7523
"1567","Zea mays",-57.461415,-32.777781,12,2582
"1568","Zea mays",-100.8666667,21.46666667,8,3007
"1569","Zea mays",-106.164976,28.006516,8,1800
"1570","Zea mays",-103.727387,19.650273,9,5874
"1571","Zea mays",-100.7333333,20.03333333,2,4972
"1572","Zea mays",-100.7333333,20.03333333,2,4972
"1573","Zea mays",-99.863566,18.363636,8,3518
"1574","Zea mays",-97.11666667,19.35,2,6326
"1575","Zea mays",-69.36666667,-32.68333333,11,1817
"1576","Zea mays",-38.18333333,-10.7,11,991
"1577","Zea mays",-39.41666667,-17.83333333,11,1210
"1578","Zea mays",-67.5,-30,8,2143
"1579","Zea mays",-69.345985,-32.601893,11,1817
"1580","Zea mays",-104.2,19.8,8,3717
"1581","Zea mays",-102.716667,20.05,9,2827
"1582","Zea mays",-92.56666667,16.33333333,8,4043
"1583","Zea mays",-99.532281,17.649322,11,3455
"1584","Zea mays",-102.7333333,20.81666667,8,3932
"1585","Zea mays",-100.25,22.03333333,9,3007
"1586","Zea mays",-100.25,22.03333333,9,3007
"1587","Zea mays",-105.537833,26.447593,8,1774
"1588","Zea mays",-100.913794,21.253292,8,2053
"1589","Zea mays",-101.991028,21.836255,8,2258
"1590","Zea mays",-102.3,20.3333,2,2827
"1591","Zea mays",-38.18333333,-10.7,11,991
"1592","Zea mays",-67.620503,-28.553929,8,2143
"1593","Zea mays",-98.98333333,18.76666667,2,5391
"1594","Zea mays",-103.45,20.46666667,9,2827
"1595","Zea mays",-101.924964,21.213333,8,2258
"1596","Zea mays",-99.371959,18.610168,8,3250
"1597","Zea mays",-104.760042,24.50251,8,2258
"1598","Zea mays",-102.4166667,22.13333333,8,2258
"1599","Zea mays",-101.088511,25.593257,8,2876
"1600","Zea mays",-103.15,20.5,9,2827
"1601","Zea mays",-99.078377,21.337298,9,3820
"1602","Zea mays",-66.796452,-29.424059,8,1112
"1603","Zea mays",-102.411485,22.160244,8,2258
"1604","Zea mays",-97.53333333,20.71666667,9,3820
"1605","Zea mays",-99.458144,18.272733,8,3518
"1606","Zea mays",-104.739704,21.221061,11,2540
"1607","Zea mays",-104.739704,21.221061,11,2540
"1608","Zea mays",-104.486205,21.063194,9,2827
"1609","Zea mays",-99.78,18.4,8,3518
"1610","Zea mays",-67.83333333,-30,8,2143
"1611","Zea mays",-51.488565,-22.105321,8,1404
"1612","Zea mays",-53.076765,-26.035028,1,5304
"1613","Zea mays",-53.57,-26.75,11,3768
"1614","Zea mays",-89.286389,20.204528,8,4256
"1615","Zea mays",-101.914332,21.368926,8,2258
"1616","Zea mays",-99.8,20.7,8,2258
"1617","Zea mays",-98.565183,19.329278,2,5391
"1618","Zea mays",-98.92574,18.97355,2,5391
"1619","Zea mays",-100.100316,18.830437,9,5874
"1620","Zea mays",-107.4666667,28.55,8,1807
"1621","Zea mays",-96.78333333,17.76666667,8,3250
"1622","Zea mays",-96.78333333,17.76666667,8,3250
"1623","Zea mays",-108.3833333,28.2,9,2054
"1624","Zea mays",-107.0666667,26.83333333,8,1986
"1625","Zea mays",-107.8333333,28.96666667,8,1807
"1626","Zea mays",-106.95,26.03333333,9,1986
"1627","Zea mays",-106.95,26.03333333,9,1986
"1628","Zea mays",-106.95,26.03333333,9,1986
"1629","Zea mays",-103.55,22.3,9,2827
"1630","Zea mays",-102.9833333,23.63333333,8,1774
"1631","Zea mays",-98.523863,19.268596,2,5391
"1632","Zea mays",-98.523863,19.268596,2,5391
"1633","Zea mays",-98.523863,19.268596,2,5391
"1634","Zea mays",-98.48333333,19.33333333,2,5391
"1635","Zea mays",-98.4,19.15,2,5391
"1636","Zea mays",-98.56666667,19.33333333,2,5391
"1637","Zea mays",-106.384789,24.892673,11,2137
"1638","Zea mays",-99.11666667,19.81666667,9,3482
"1639","Zea mays",-98.928459,19.552262,9,3482
"1640","Zea mays",-98.75,20.13333333,2,5501
"1641","Zea mays",-98.73333333,19.71666667,2,5391
"1642","Zea mays",-98.93333333,19.41666667,9,3482
"1643","Zea mays",-98.81666667,19.58333333,9,3482
"1644","Zea mays",-98.583348,19.578317,2,6326
"1645","Zea mays",-98.583348,19.578317,2,6326
"1646","Zea mays",-70.996413,8.706968,9,3433
"1647","Zea mays",-98.31206,19.091228,2,6264
"1648","Zea mays",-72.453725,7.827287,8,3019
"1649","Zea mays",-91.18333333,15.01666667,6,6039
"1650","Zea mays",-99.943026,18.969661,9,5874
"1651","Zea mays",-103.832054,23.739833,11,2540
"1652","Zea mays",-88.16666667,14.33333333,9,5630
"1653","Zea mays",-101.6166667,19.51666667,NA,6259
"1654","Zea mays",-97.500186,19.479844,2,3125
"1655","Zea mays",-98.11666667,19.43333333,2,5391
"1656","Zea mays",-97.45,19.8333333,2,6326
"1657","Zea mays",-101.5833333,21.88333333,9,3542
"1658","Zea mays",-99.23333333,19.73333333,9,3482
"1659","Zea mays",-97.58333333,19.86666667,2,5501
"1660","Zea mays",-97.500186,19.479844,2,3125
"1661","Zea mays",-97.58333333,19.86666667,2,5501
"1662","Zea mays",-64.083629,-20.266687,9,2785
"1663","Zea mays",-102.3333333,20.53333333,8,3932
"1664","Zea mays",-97.63333333,19.15,11,3868
"1665","Zea mays",-73.235963,-14.301953,7,4216
"1666","Zea mays",-107.74083,29.375447,8,1807
"1667","Zea mays",-97.500186,19.479844,2,3125
"1668","Zea mays",-97.613864,19.366031,2,6264
"1669","Zea mays",-97.6,19.583333,2,6326
"1670","Zea mays",-97.58333333,19.86666667,2,5501
"1671","Zea mays",-92.11666667,15.43333333,8,3616
"1672","Zea mays",-97.45,19.11666667,11,3868
"1673","Zea mays",-100.507082,20.186136,8,3007
"1674","Zea mays",-101.89888,21.410256,8,2258
"1675","Zea mays",-101.5,21.88333333,9,3542
"1676","Zea mays",-101.89888,21.410256,8,2258
"1677","Zea mays",-97.620559,19.972572,2,5501
"1678","Zea mays",-101.261646,19.723377,2,4972
"1679","Zea mays",-101.262774,19.678903,2,4972
"1680","Zea mays",-99.631435,21.141034,9,1939
"1681","Zea mays",-101.262774,19.678903,2,4972
"1682","Zea mays",-101.89888,21.410256,8,2258
"1683","Zea mays",-102.362002,22.231913,8,2258
"1684","Zea mays",-104.716667,24.516667,8,2258
"1685","Zea mays",-102.549726,21.435587,8,2258
"1686","Zea mays",-98.255482,19.321451,2,5391
"1687","Zea mays",-107.7,29.35,8,1807
"1688","Zea mays",-104.120767,24.470342,8,1774
"1689","Zea mays",-102.8333333,19.18333333,8,3483
"1690","Zea mays",-102.8333333,19.18333333,8,3483
"1691","Zea mays",-97.01666667,17.96666667,8,3250
"1692","Zea mays",-97.01666667,17.96666667,8,3250
"1693","Zea mays",-102.268729,20.119105,2,4972
"1694","Zea mays",-97.081927,18.12723,8,3250
"1695","Zea mays",-97.382222,20.43027778,9,3922
"1696","Zea mays",-109.395459,28.975149,8,1783
"1697","Zea mays",-109.69121,29.799589,8,1998
"1698","Zea mays",-99.318806,22.846632,9,3820
"1699","Zea mays",-98.869208,21.426842,9,3922
"1700","Zea mays",-100.726374,28.26979,8,2258
"1701","Zea mays",-100.7757778,28.3461111,8,2258
"1702","Zea mays",-99.21347,25.677925,8,3502
"1703","Zea mays",-110.367266,29.43544,8,1998
"1704","Zea mays",-100.7833333,28.41666667,8,2846
"1705","Zea mays",-110.367266,29.43544,8,1998
"1706","Zea mays",-100.933333,28.5,8,2846
"1707","Zea mays",-98.984003,21.383876,9,3820
"1708","Zea mays",-101.501568,27.911915,8,2268
"1709","Zea mays",-100.9333333,28.5,8,2846
"1710","Zea mays",-99.25032,25.733256,8,3502
"1711","Zea mays",-99.318806,22.846632,9,3820
"1712","Zea mays",-101.543284,26.91229,8,2876
"1713","Zea mays",-100.903254,28.601005,8,2846
"1714","Zea mays",-100.063425,25.573728,8,2258
"1715","Zea mays",-98.746052,21.26317,9,3820
"1716","Zea mays",-111.497682,28.577104,8,2262
"1717","Zea mays",-99.10357,23.711674,9,3690
"1718","Zea mays",-99.1,24.08333333,8,3075
"1719","Zea mays",-99.460659,24.408973,8,2258
"1720","Zea mays",-47.4,-20.53333333,2,3496
"1721","Zea mays",-39.21666667,-12.43333333,8,2977
"1722","Zea mays",-39.505062,-12.438138,8,2977
"1723","Zea mays",-41.86666667,-11.3,9,3784
"1724","Zea mays",-39.1,-8.066666667,8,2977
"1725","Zea mays",-48.16666667,-21.78333333,1,5304
"1726","Zea mays",-57.15,-25.916667,5,2990
"1727","Zea mays",-42.86666667,-20.75,3,4221
"1728","Zea mays",-52.233333,-27.616667,1,5304
"1729","Zea mays",-52.577322,-29.083933,4,5928
"1730","Zea mays",-53.997745,-28.528013,2,5304
"1731","Zea mays",-53.883333,-28.366667,2,5304
"1732","Zea mays",-53.96135,-27.9431,2,5304
"1733","Zea mays",-52.976335,-29.332224,4,5928
"1734","Zea mays",-53.340291,-31.494769,11,2137
"1735","Zea mays",-54.009359,-28.263266,2,5304
"1736","Zea mays",-54.415499,-28.294527,2,5304
"1737","Zea mays",-53.96135,-27.9431,2,5304
"1738","Zea mays",-54.009359,-28.263266,2,5304
"1739","Zea mays",-54.009359,-28.263266,2,5304
"1740","Zea mays",-54.02485,-27.899063,11,3768
"1741","Zea mays",-54.415499,-28.294527,2,5304
"1742","Zea mays",-47.582481,-21.307837,1,5304
"1743","Zea mays",-46.733333,-23.1,1,5304
"1744","Zea mays",-100.020045,25.266127,8,3007
"1745","Zea mays",-100.925115,28.48099,8,2268
"1746","Zea mays",-100.726374,28.26979,8,2258
"1747","Zea mays",-100.65,18.35,8,3386
"1748","Zea mays",-99.836545,21.635442,9,3072
"1749","Zea mays",-53.96135,-27.9431,2,5304
"1750","Zea mays",-100.9333333,28.5,8,2846
"1751","Zea mays",-54.283493,-28.365057,2,5304
"1752","Zea mays",-100.082949,25.629185,8,2258
"1753","Zea mays",-96.51666667,15.75,11,2653
"1754","Zea mays",-98.026611,16.343416,8,4049
"1755","Zea mays",-97.99,16.81,8,4049
"1756","Zea mays",-98.16666667,16.63333333,8,4049
"1757","Zea mays",-105.3333333,20.31666667,8,3717
"1758","Zea mays",-105.3333333,20.31666667,8,3717
"1759","Zea mays",-105.3333333,20.31666667,8,3717
"1760","Zea mays",-105.3333333,20.31666667,8,3717
"1761","Zea mays",-104.819531,21.376419,11,2540
"1762","Zea mays",-104.819531,21.376419,11,2540
"1763","Zea mays",-104.8833333,21.71666667,8,3932
"1764","Zea mays",-104.8833333,21.71666667,8,3932
"1765","Zea mays",-104.469957,22.274119,9,2827
"1766","Zea mays",-104.499597,22.513281,9,2827
"1767","Zea mays",-104.499597,22.513281,9,2827
"1768","Zea mays",-106.427516,23.357714,8,2220
"1769","Zea mays",-106.427516,23.357714,8,2220
"1770","Zea mays",-106.30559,23.511744,8,3439
"1771","Zea mays",-106.427516,23.357714,8,2220
"1772","Zea mays",-107.22923,24.758618,8,1825
"1773","Zea mays",-107.2166667,24.71666667,8,1825
"1774","Zea mays",-107.2166667,24.71666667,8,1825
"1775","Zea mays",-107.2166667,24.71666667,8,1825
"1776","Zea mays",-107.2166667,24.71666667,8,1825
"1777","Zea mays",-107.45,25.1,8,3439
"1778","Zea mays",-107.553917,25.34642,8,3439
"1779","Zea mays",-107.559564,25.406933,8,3439
"1780","Zea mays",-107.561724,25.411515,8,3439
"1781","Zea mays",-107.2166667,24.71666667,8,1825
"1782","Zea mays",-107.2166667,24.71666667,8,1825
"1783","Zea mays",-107.562256,25.408895,8,3439
"1784","Zea mays",-107.562256,25.408895,8,3439
"1785","Zea mays",-107.562256,25.408895,8,3439
"1786","Zea mays",-107.562256,25.408895,8,3439
"1787","Zea mays",-108.591415,26.439466,8,1956
"1788","Zea mays",-108.5666667,26.3,8,1956
"1789","Zea mays",-108.3333333,26.71666667,8,1783
"1790","Zea mays",-108.3333333,26.71666667,8,1783
"1791","Zea mays",-108.3333333,26.71666667,8,1783
"1792","Zea mays",-108.3333333,26.71666667,8,1783
"1793","Zea mays",-108.276721,25.837113,8,1956
"1794","Zea mays",-107.2166667,24.71666667,8,1825
"1795","Zea mays",-106.394078,24.617159,5,6193
"1796","Zea mays",-106.924634,24.981251,8,3439
"1797","Zea mays",-108.975724,27.048661,8,1956
"1798","Zea mays",-108.9333333,27.03333333,8,1956
"1799","Zea mays",-111.1166667,30.55,8,1956
"1800","Zea mays",-111.1166667,30.55,8,1956
"1801","Zea mays",-109.3333333,27.83333333,8,1998
