"","sp","lon","lat","sol","sol_Hi","sol_Lo","sol_Mo","sol_VL","tot","lab","org","occ","sec","apa","stp10","stp100","stp20","stp30","PBR1","PBR2","PHO1","PHO2","PMEH1","PMEH2","PNZ1","PNZ2","POL1","POL2","TP1","TP2","NPlim","ext_P20"
"3167","Zea mays",-100.7333333,20.91666667,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,600.358459472656,528.107788085938,582.363220214844,550.431396484375,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.346350014209747,NA
"3168","Zea mays",-100.7333333,20.91666667,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,600.358459472656,528.107788085938,582.363220214844,550.431396484375,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.346350014209747,NA
"3169","Zea mays",-91.943308,16.328624,9,0,30,70,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,1156.4453125,889.121154785156,1043.19348144531,913.904235839844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.281819999217987,NA
"3170","Zea mays",-91.943308,16.328624,9,0,30,70,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,1156.4453125,889.121154785156,1043.19348144531,913.904235839844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.281819999217987,NA
"3171","Zea mays",-90.23914,20.054799,8,0,0,100,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,1239.46618652344,1139.10070800781,1234.65881347656,1158.59631347656,533,14,NA,NA,1217,327,4256,4311,634,NA,600,600,NA,NA
"3172","Zea mays",-93.38333333,16.76666667,9,20,30,50,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,1086.40283203125,941.418640136719,1040.30676269531,962.985595703125,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"3173","Zea mays",-93.38333333,16.76666667,9,20,30,50,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,1086.40283203125,941.418640136719,1040.30676269531,962.985595703125,310,75,300,200,1085,114,4182,5249,554,NA,700,500,NA,NA
"3174","Zea mays",-92.113768,16.25436,8,0,20,80,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,722.114135742188,651.310485839844,704.465148925781,681.914367675781,533,50,700,NA,1317,269,4043,3907,532,186,500,600,-0.192249998450279,NA
"3175","Zea mays",-92.113768,16.25436,8,0,20,80,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,722.114135742188,651.310485839844,704.465148925781,681.914367675781,533,50,700,NA,1317,269,4043,3907,532,186,500,600,-0.192249998450279,NA
"3176","Zea mays",-92.1,15.7,8,0,0,100,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,898.696838378906,797.62451171875,854.810180664062,816.603576660156,707,NA,NA,NA,NA,NA,3518,4802,NA,NA,NA,NA,NA,NA
"3177","Zea mays",-92.1,15.7,8,0,0,100,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,898.696838378906,797.62451171875,854.810180664062,816.603576660156,707,NA,NA,NA,NA,NA,3518,4802,NA,NA,NA,NA,NA,NA
"3178","Zea mays",-102.6166667,20.3,9,0,0,60,40,NA,NA,NA,NA,NA,NA,775.960571289062,754.426086425781,842.103637695312,775.284729003906,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"3179","Zea mays",-102.6166667,20.3,9,0,0,60,40,NA,NA,NA,NA,NA,NA,775.960571289062,754.426086425781,842.103637695312,775.284729003906,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"3180","Zea mays",-101.395424,20.966316,8,0,0,100,0,NA,NA,NA,NA,NA,NA,654.4013671875,518.377807617188,594.328308105469,540.836730957031,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.215059995651245,NA
"3181","Zea mays",-101.395424,20.966316,8,0,0,100,0,NA,NA,NA,NA,NA,NA,654.4013671875,518.377807617188,594.328308105469,540.836730957031,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.215059995651245,NA
"3182","Zea mays",-102.75,20.35,9,0,0,60,40,NA,NA,NA,NA,NA,NA,775.960571289062,754.426086425781,842.103637695312,775.284729003906,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"3183","Zea mays",-102.75,20.35,9,0,0,60,40,NA,NA,NA,NA,NA,NA,775.960571289062,754.426086425781,842.103637695312,775.284729003906,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"3184","Zea mays",-103.6,21.98333333,9,0,0,60,40,NA,NA,NA,NA,NA,NA,579.302124023438,508.261352539062,540.419677734375,516.635437011719,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.181290000677109,NA
"3185","Zea mays",-99.217527,19.835255,9,0,33,67,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,631.255859375,516.466125488281,572.410339355469,535.610778808594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3186","Zea mays",-97.81666667,18.4,8,0,0,100,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,866.809509277344,607.76416015625,767.333862304688,641.1513671875,707,NA,NA,NA,NA,NA,3518,4802,NA,NA,NA,NA,-0.395799994468689,NA
"3187","Zea mays",-100.7333333,20.91666667,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,600.358459472656,528.107788085938,582.363220214844,550.431396484375,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.346350014209747,NA
"3188","Zea mays",-89.31613,19.841513,8,0,0,100,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,902.456298828125,792.69384765625,831.685729980469,807.518615722656,533,14,NA,NA,1217,327,4256,4311,634,NA,600,600,NA,NA
"3189","Zea mays",-105.2,21.82,8,0,0,80,20,867.736206054688,62.8959922790527,215.216430664062,327.580352783203,98.6888732910156,163.354507446289,520.433044433594,518.68798828125,516.074096679688,536.943420410156,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"3190","Zea mays",-98.16666667,18.61666667,2,0,30,20,50,NA,NA,NA,NA,NA,NA,780.260925292969,791.88623046875,857.896911621094,813.613464355469,1652,716,NA,NA,NA,NA,3125,4539,NA,NA,500,1000,-0.397989988327026,NA
"3191","Zea mays",-102.35,20.71666667,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,562.65087890625,531.462280273438,546.214599609375,553.761352539062,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"3192","Zea mays",-98.91666667,18.98333333,2,0,30,20,50,NA,NA,NA,NA,NA,NA,683.428405761719,717.285339355469,771.207275390625,739.34326171875,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.186240002512932,NA
"3193","Zea mays",-86.91666667,20.51666667,12,0,75,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1776,965,NA,NA,NA,NA,2792,2666,NA,NA,500,400,NA,NA
"3194","Zea mays",-100.21527,22.031961,9,0,30,70,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,1278.77185058594,1075.17834472656,1193.14819335938,1098.17602539062,1938,66,NA,NA,NA,NA,1939,2130,NA,NA,500,400,-0.459340006113052,NA
"3195","Zea mays",-110.367266,29.43544,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,606.049377441406,513.961730957031,568.13427734375,524.296569824219,1909,221,2900,800,2689,236,1998,1706,718,129,600,500,-0.315699994564056,NA
"3196","Zea mays",-100.913794,21.253292,8,0,20,80,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,656.877197265625,532.995056152344,603.477966308594,546.009155273438,1850,191,2900,800,2689,236,2053,2271,718,129,500,400,-0.393530011177063,NA
"3197","Zea mays",-102.471716,20.686914,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,562.65087890625,531.462280273438,546.214599609375,553.761352539062,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,-0.144429996609688,NA
"3198","Zea mays",-102.370596,20.691381,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,562.65087890625,531.462280273438,546.214599609375,553.761352539062,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"3199","Zea mays",-102.3333333,20.53333333,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,562.65087890625,531.462280273438,546.214599609375,553.761352539062,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,NA,NA
"3200","Zea mays",-92.81666667,17.6,5,60,0,40,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,534.181884765625,512.95263671875,522.596496582031,540.209228515625,908,117,1000,0,1756,75,2713,3757,NA,NA,500,300,NA,NA
"3201","Zea mays",-100.6833333,22.45,8,0,25,75,0,272.378723144531,14.3043403625488,51.0248336791992,119.972106933594,11.9521713256836,75.1252517700195,1145.9208984375,996.814819335938,1078.30126953125,1014.03686523438,1159,102,1900,NA,1929,382,2746,2693,749,163,500,400,-0.409539997577667,NA
"3202","Zea mays",-97.08333333,19.61666667,8,0,0,80,20,NA,NA,NA,NA,NA,NA,853.889038085938,836.840087890625,899.330505371094,858.030334472656,182,59,NA,NA,NA,NA,7042,8927,NA,NA,1100,1000,-0.0623680017888546,NA
"3203","Zea mays",-97.633333,19.916667,2,0,20,30,50,NA,NA,NA,NA,NA,NA,1120.65075683594,1008.33093261719,1121.15502929688,1035.94653320312,575,138,NA,NA,NA,NA,5501,7282,NA,NA,900,800,NA,NA
"3204","Zea mays",-97.55,18.56666667,11,0,50,20,30,NA,NA,NA,NA,NA,NA,880.617980957031,838.381591796875,933.455261230469,867.93115234375,1674,1208,NA,NA,NA,NA,3868,4905,NA,NA,600,600,NA,NA
"3205","Zea mays",-100,21.96666667,9,0,30,70,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,1138.53674316406,981.948181152344,1075.21154785156,999.770812988281,1938,66,NA,NA,NA,NA,1939,2130,NA,NA,500,400,-0.256839990615845,NA
"3206","Zea mays",-103.7,24.88333333,8,0,0,100,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,764.270202636719,600.334777832031,711.92041015625,624.160583496094,2213,211,2900,800,2689,236,1807,2081,718,129,500,400,-0.269400000572205,NA
"3207","Zea mays",-100.9833333,20.51666667,2,0,10,40,50,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,600.358459472656,528.107788085938,582.363220214844,550.431396484375,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,NA,NA
"3208","Zea mays",-92.1,15.7,8,0,0,100,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,898.696838378906,797.62451171875,854.810180664062,816.603576660156,707,NA,NA,NA,NA,NA,3518,4802,NA,NA,NA,NA,NA,NA
"3209","Zea mays",-102.4,19.95,2,0,10,40,50,NA,NA,NA,NA,NA,NA,884.122131347656,875.880615234375,979.146789550781,909.20849609375,992,166,NA,NA,NA,NA,4972,6175,NA,NA,800,700,-0.195439994335175,NA
"3210","Zea mays",-98.290118,25.412966,8,0,25,75,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,583.395874023438,524.072448730469,578.144714355469,541.232360839844,749,158,NA,NA,1142,404,3502,3454,674,NA,700,400,-0.53710001707077,NA
"3211","Zea mays",-65.330116,-25.276247,8,0,0,100,0,321.88916015625,34.7212944030762,49.015438079834,69.4446868896484,16.9864482879639,151.721282958984,598.732727050781,463.029907226562,528.22314453125,477.251647949219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202270001173019,NA
"3212","Zea mays",-66.305555,-27.589584,8,0,0,100,0,394.197570800781,42.5209999084473,60.0261421203613,85.0445861816406,20.8022441864014,185.803604125977,565.685485839844,468.829956054688,518.253479003906,492.548400878906,1692,291,NA,NA,NA,NA,2143,1206,NA,NA,700,700,-0.0872830003499985,NA
"3213","Zea mays",-66.274516,-28.31619,8,0,0,100,0,394.197570800781,42.5209999084473,60.0261421203613,85.0445861816406,20.8022441864014,185.803604125977,531.153015136719,467.96875,492.004608154297,479.844848632812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.236739993095398,NA
"3214","Zea mays",-104.367239,24.5296,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,743.858581542969,570.299682617188,666.34130859375,595.847595214844,2268,188,3000,1000,2832,262,1774,2054,794,141,500,400,-0.151109993457794,NA
"3215","Zea mays",-100.0333333,19.03333333,2,0,20,10,70,NA,NA,NA,NA,NA,NA,799.346984863281,813.680908203125,904.305847167969,836.314697265625,415,77,NA,NA,NA,NA,6259,7790,NA,NA,1000,900,-0.108750000596046,NA
"3216","Zea mays",-98.91666667,18.98333333,2,0,30,20,50,NA,NA,NA,NA,NA,NA,683.428405761719,717.285339355469,771.207275390625,739.34326171875,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.186240002512932,NA
"3217","Zea mays",-98.91666667,18.98333333,2,0,30,20,50,NA,NA,NA,NA,NA,NA,683.428405761719,717.285339355469,771.207275390625,739.34326171875,556,86,NA,NA,NA,NA,5391,6587,NA,NA,900,800,-0.186240002512932,NA
"3218","Zea mays",-97.08333333,19.11666667,11,0,60,10,30,NA,NA,NA,NA,NA,NA,951.560180664062,888.027893066406,918.742736816406,896.485778808594,1895,1284,NA,NA,NA,NA,3579,4609,NA,NA,600,600,-0.177369996905327,NA
"3219","Zea mays",-102.45,21.16666667,8,0,0,100,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,551.350280761719,464.560424804688,521.14013671875,481.909484863281,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.17441999912262,NA
"3220","Zea mays",-102.45,21.16666667,8,0,0,100,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,551.350280761719,464.560424804688,521.14013671875,481.909484863281,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.17441999912262,NA
"3221","Zea mays",-102.95,20.78333333,9,0,0,60,40,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.152270004153252,NA
"3222","Zea mays",-102.95,20.78333333,9,0,0,60,40,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.152270004153252,NA
"3223","Zea mays",-99.170828,18.604445,9,0,40,60,0,NA,NA,NA,NA,NA,NA,559.397155761719,428.531616210938,483.850646972656,449.273864746094,1544,216,NA,NA,1977,534,2546,2596,866,NA,600,400,-0.271319985389709,NA
"3224","Zea mays",-96.876585,17.258284,8,0,20,80,0,940.009643554688,116.144233703613,382.175598144531,214.096572875977,67.4109725952148,160.182220458984,1044.83435058594,884.159851074219,989.617004394531,913.081604003906,630,61,NA,NA,1390,567,2848,2757,892,NA,600,400,-0.389670014381409,NA
"3225","Zea mays",-96.261935,16.8965,8,0,0,100,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,974.763366699219,922.554077148438,940.483215332031,937.650512695312,483,64,500,NA,1298,336,3679,3589,624,143,600,500,-0.328229993581772,NA
"3226","Zea mays",-97.01666667,16.58333333,9,40,5,55,0,394.197570800781,48.7056503295898,160.267181396484,89.7824401855469,28.2691192626953,67.1731872558594,1022.83764648438,923.530151367188,975.756530761719,935.340942382812,368,66,400,NA,1019,35,4374,5749,NA,NA,700,500,-0.25764000415802,NA
"3227","Zea mays",-104.6666667,24.51666667,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,667.393737792969,559.691833496094,637.100402832031,578.799438476562,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.228499993681908,NA
"3228","Zea mays",-104.6666667,24.51666667,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,667.393737792969,559.691833496094,637.100402832031,578.799438476562,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.228499993681908,NA
"3229","Zea mays",-38.35,-10.06666667,11,0,60,40,0,209.715667724609,22.6214466094971,31.9342994689941,45.244270324707,11.0669288635254,98.8487167358398,402.438110351562,352.730224609375,378.585144042969,376.740814208984,2168,972,NA,NA,2706,485,991,1797,659,41,300,200,-0.217930004000664,NA
"3230","Zea mays",-38.35,-10.06666667,11,0,60,40,0,209.715667724609,22.6214466094971,31.9342994689941,45.244270324707,11.0669288635254,98.8487167358398,402.438110351562,352.730224609375,378.585144042969,376.740814208984,2168,972,NA,NA,2706,485,991,1797,659,41,300,200,-0.217930004000664,NA
"3231","Zea mays",-38.8,-10.96666667,11,0,60,40,0,193.591491699219,14.0320625305176,48.0146751403809,73.0830078125,22.0174331665039,36.4443016052246,393.926452636719,336.648254394531,361.308166503906,358.777923583984,2168,972,NA,NA,2706,485,991,1797,659,41,300,200,-0.214100003242493,NA
"3232","Zea mays",-53.076765,-26.035028,1,0,0,0,100,604.5,41.7600173950195,158.496109008789,303.668151855469,80.7448883056641,19.8308143615723,577.307922363281,481.259307861328,535.063659667969,499.810546875,73,0,NA,200,NA,NA,5304,5847,NA,NA,400,100,NA,NA
"3233","Zea mays",-102.690624,20.673771,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,-0.165470004081726,NA
"3234","Zea mays",-102.6666667,20.81666667,8,0,0,80,20,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,637.892028808594,531.06640625,588.613891601562,558.676940917969,1111,154,NA,NA,NA,NA,3932,4923,NA,NA,700,500,-0.154300004243851,NA
"3235","Zea mays",-102,21.11666667,8,0,0,100,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,592.944213867188,503.467803955078,557.300903320312,523.161193847656,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,-0.353720009326935,NA
"3236","Zea mays",-102.1666667,21.01666667,9,0,33,67,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,551.350280761719,464.560424804688,521.14013671875,481.909484863281,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,NA,NA
"3237","Zea mays",-102.1666667,21.01666667,9,0,33,67,0,867.736206054688,45.5703544616699,162.553466796875,382.203704833984,38.0768814086914,239.33186340332,551.350280761719,464.560424804688,521.14013671875,481.909484863281,1817,181,2900,800,2521,306,2258,2507,766,129,500,400,NA,NA
"3238","Zea mays",-92.711648,16.602202,9,20,30,50,0,297.140411376953,21.5375823974609,73.6969299316406,112.17391204834,33.7941970825195,55.9377670288086,743.417907714844,549.074279785156,659.495361328125,583.000244140625,959,145,NA,NA,1684,283,3168,3508,653,NA,600,400,-0.260490000247955,NA
"3239","Zea mays",-100.7333333,20.91666667,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,600.358459472656,528.107788085938,582.363220214844,550.431396484375,1480,NA,NA,NA,NA,NA,3007,3447,NA,NA,NA,NA,-0.346350014209747,NA
"3240","Zea mays",-103.0666667,20.61666667,9,0,0,60,40,NA,NA,NA,NA,NA,NA,843.878601074219,618.913757324219,739.495300292969,657.724792480469,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,NA,NA
"3241","Zea mays",-99.634229,21.83299,9,0,30,70,0,321.88916015625,39.7714767456055,130.869049072266,73.3134765625,23.0836601257324,54.8514785766602,1138.53674316406,981.948181152344,1075.21154785156,999.770812988281,1731,NA,NA,NA,NA,NA,3072,4551,NA,NA,NA,NA,-0.479059994220734,NA
"3242","Zea mays",-103.497012,19.716303,9,0,0,60,40,NA,NA,NA,NA,NA,NA,816.943359375,799.2734375,891.15234375,816.751220703125,2015,639,NA,NA,NA,NA,2827,4277,NA,NA,500,800,-0.182219997048378,NA
"3243","Zea mays",-104.575801,21.320316,11,0,50,40,10,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,581.989685058594,518.615600585938,545.429931640625,532.802856445312,1288,137,NA,NA,NA,NA,2540,2755,NA,NA,600,400,-0.257090002298355,NA
"3244","Zea mays",-104.575801,21.320316,11,0,50,40,10,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,581.989685058594,518.615600585938,545.429931640625,532.802856445312,1288,137,NA,NA,NA,NA,2540,2755,NA,NA,600,400,-0.257090002298355,NA
"3245","Zea mays",-100.21527,22.031961,9,0,30,70,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,1278.77185058594,1075.17834472656,1193.14819335938,1098.17602539062,1938,66,NA,NA,NA,NA,1939,2130,NA,NA,500,400,-0.459340006113052,NA
"3246","Zea mays",-58.773539,-27.939614,12,0,100,0,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,379.348968505859,310.151092529297,336.159393310547,325.603515625,1542,607,NA,NA,NA,NA,2989,2901,NA,NA,400,300,NA,NA
"3247","Zea mays",-102.764636,21.851035,8,0,0,100,0,940.009643554688,101.39623260498,143.139266967773,202.798629760742,49.605354309082,443.070129394531,578.338623046875,508.015014648438,547.450866699219,528.252746582031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3248","Zea mays",-65,-25.72,8,0,0,100,0,297.140411376953,15.6047353744507,55.663459777832,130.878677368164,13.0387334823608,81.9548187255859,514.131103515625,437.461181640625,508.943023681641,461.99365234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0701190009713173,NA
"3249","Zea mays",-97.53333333,18.78333333,11,0,50,20,30,NA,NA,NA,NA,NA,NA,880.617980957031,838.381591796875,933.455261230469,867.93115234375,1674,1208,NA,NA,NA,NA,3868,4905,NA,NA,600,600,-0.26146999001503,NA
"3250","Zea mays",-97.88333333,19.16666667,2,0,30,20,50,NA,NA,NA,NA,NA,NA,874.968383789062,899.4296875,973.380004882812,925.260986328125,1652,716,NA,NA,NA,NA,3125,4539,NA,NA,500,1000,-0.117700003087521,NA
"3251","Zea mays",-58.325108,-25.207418,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,397.335052490234,367.145874023438,362.639587402344,378.846282958984,1701,441,NA,NA,NA,NA,2706,2626,NA,NA,500,400,NA,NA
"3252","Zea mays",-45.080201,-21.084035,8,0,0,80,20,116.999992370605,7.25971412658691,23.7575950622559,69.3514022827148,15.5723609924316,1.05891180038452,471.755584716797,390.971008300781,417.812683105469,392.984497070312,1209,160,1000,NA,730,66,2755,3595,523,171,400,200,-0.265570014715195,NA
"3253","Zea mays",-58.325108,-25.207418,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,397.335052490234,367.145874023438,362.639587402344,378.846282958984,1701,441,NA,NA,NA,NA,2706,2626,NA,NA,500,400,NA,NA
"3254","Zea mays",-61.48,-23.78,8,0,0,100,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,440.861450195312,406.819091796875,406.909820556641,411.309844970703,2563,490,2900,800,2257,441,1430,1775,830,113,500,400,-0.229589998722076,NA
"3255","Zea mays",-89.732539,20.485433,8,0,0,100,0,272.378723144531,19.7427825927734,67.5555267333984,102.82608795166,30.9780158996582,51.2762870788574,907.798583984375,800.458557128906,843.005554199219,817.252258300781,533,14,NA,NA,1217,327,4256,4311,634,NA,600,600,NA,NA
"3256","Zea mays",-61.48,-23.78,8,0,0,100,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,440.861450195312,406.819091796875,406.909820556641,411.309844970703,2563,490,2900,800,2257,441,1430,1775,830,113,500,400,-0.229589998722076,NA
"3257","Zea mays",-61.48,-23.78,8,0,0,100,0,297.140411376953,25.4222793579102,14.3360939025879,51.3323440551758,16.9976043701172,189.05207824707,440.861450195312,406.819091796875,406.909820556641,411.309844970703,2563,490,2900,800,2257,441,1430,1775,830,113,500,400,-0.229589998722076,NA
"3258","Zea mays",-59.135576,-25.743184,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,359.598815917969,301.921661376953,315.446319580078,316.867218017578,1701,441,NA,NA,NA,NA,2706,2626,NA,NA,500,400,NA,NA
"3259","Zea mays",-59.135576,-25.743184,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,359.598815917969,301.921661376953,315.446319580078,316.867218017578,1701,441,NA,NA,NA,NA,2706,2626,NA,NA,500,400,NA,NA
"3260","Zea mays",-59.135576,-25.743184,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,359.598815917969,301.921661376953,315.446319580078,316.867218017578,1701,441,NA,NA,NA,NA,2706,2626,NA,NA,500,400,NA,NA
"3261","Zea mays",-59.378135,-26.187748,9,0,40,60,0,199.855422973633,24.6934223175049,81.2543411254883,45.5190658569336,14.3322448730469,34.0563354492188,396.524139404297,344.811340332031,356.464141845703,355.159454345703,1906,349,2100,600,2204,228,2346,2408,631,174,500,400,-0.283340007066727,NA
"3262","Zea mays",-60.040877,-24.843951,9,0,40,60,0,184.489364624023,15.7842540740967,8.90103435516357,31.8713665008545,10.5535182952881,117.379188537598,361.067321777344,351.531982421875,339.340911865234,356.184783935547,1906,349,2100,600,2204,228,2346,2408,631,174,500,400,-0.236619994044304,NA
"3263","Zea mays",-88.686882,18.24058,8,0,0,100,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,745.500183105469,707.421142578125,743.472595214844,738.367431640625,394,NA,NA,NA,NA,NA,4815,6716,NA,NA,NA,NA,NA,NA
"3264","Zea mays",-89.31613,19.841513,8,0,0,100,0,272.378723144531,14.7784519195557,33.163631439209,128.60920715332,16.709020614624,79.1183776855469,902.456298828125,792.69384765625,831.685729980469,807.518615722656,533,14,NA,NA,1217,327,4256,4311,634,NA,600,600,NA,NA
"3265","Zea mays",-85.598355,10.275515,11,0,70,30,0,1323.80529785156,163.564651489258,538.213684082031,301.509887695312,94.9341430664062,225.582885742188,553.577880859375,512.602233886719,539.6552734375,536.996459960938,1123,154,700,NA,547,46,3175,3958,523,174,600,400,NA,NA
